symbol,date,headline,summary,url
AMZN,1735382700,3 Reasons to Buy Costco Stock Like There's No Tomorrow,"Focus more on the quality of the underlying company, rather than the price of the stock.",https://finnhub.io/api/news?id=6506d68be1b9be8735a607b09c9eaa0955587cab74726f78ae358e317dde19f6
AMZN,1735374600,Apple: Why I'm Not Selling No Matter What You Say,Appleâs strategic focus on seamless hardware-software integration is a key hallmark of its strategy. Read how AI fits into this effort.,https://finnhub.io/api/news?id=3f26fc5bedec14428b7bf44091adda4439a8f50d9da93c34883a1fdd208fb985
AMZN,1735345762,10 Stocks For 2025,"Discover the top 10 recommended stocks for 2025, projected to outperform the S&P 500. Learn about the bright outlook for U.S.",https://finnhub.io/api/news?id=5723f7b5364ffd4da8f0bbbd5556fc63d144b770cb8061e0334d340348c9bca7
AMZN,1735340590,Analyst Explains Why Amazon.com (AMZN) Is His “Number One’ Pick For 2025,"We recently published a list of Top 10 AI Stocks That Should Be On Your Watchlist for 2025. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against other top AI stocks that should be on your watchlist for 2025. Investors are looking for new growth horizons in […]",https://finnhub.io/api/news?id=df510da1505073994191fd29c5063dc62ac23e77e37fe1cfc089f04e8481504e
AMZN,1735340100,MicroStrategy Joins the Nasdaq-100 Stock Index!,And don't forget all the iPhone innovation.,https://finnhub.io/api/news?id=913ca90b2c287a1017d90325456ac75bbee8309b3b4cecf1a9ecae434314878a
AMZN,1735337071,AI stock trade goes beyond Mag 7 in 2025,"While the increase in AI enthusiasm in 2025 is expected to drive even more growth for the ""Magnificent Seven,"" which comprises Amazon (AMZN), Alphabet (GOOG, GOOGL), Meta (META), Nvidia (NVDA), Apple (AAPL), Microsoft (MSFT), and Tesla (TSLA), equity strategists also predict the AI buzz will extend to other sectors in the S&P 500 (^GSPC) next year. Yahoo Finance's Josh Schafer joins Market Domination to share his outlook for AI's expansion in 2025. To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Josh Lynch",https://finnhub.io/api/news?id=8afe8b2d0f96770dfece4bc5ce8ef87098ca84920e7f0dbf043dccfed0422e88
AMZN,1735329540,Tech Slide Weighs on U.S. Stocks,"Major indexes, which had barely budged Thursday, remained on track to finish little changed for the week—and are closing in on strong full-year gains.",https://finnhub.io/api/news?id=1affc8a5ec78f8ac03d16edd11575e2aa5d52d9ff7c55fb35e5d5c9516c10b10
AMZN,1735330078,"Forget the Santa Claus Rally -- Artificial Intelligence Stocks Like Broadcom, Amazon, and Rivian Dragged the Stock Market Down Today",Artificial intelligence (AI) and tech stocks dragged the Nasdaq Composite (NASDAQINDEX: ^IXIC) down as much as 2.4% at one point today.  The Dow Jones Industrial Average (DJINDICES: ^DJI) lost as much as 500 points in a holiday-shortened week usually powered by a Santa Claus rally that has failed to materialize thus far.  Shares of artificial intelligence chipmaker Broadcom (NASDAQ: AVGO) and e-commerce giant Amazon (NASDAQ: AMZN) traded close to 2% lower as of 2:26 p.m. ET today.,https://finnhub.io/api/news?id=b87873cb3e060a5ce9a8386dc0b6b67ab28ecf3133b8eafe46c131ed6ad75312
AMZN,1735319041,2024 Stock Market News: The Year At A Glance,"Boosted by AI trends, Apple and other Mag 7 stocks notched all-time highs as the S&P 500 and Nasdaq enjoyed record years.",https://finnhub.io/api/news?id=a8a552c94d253d0c63f9e26ea35322fb5c4b72577c5970aa2575008f5c4d5dd5
AMZN,1735318800,Mag 7 is turning to 'lag 7': How to play tech in 2025,"Piper Sandler managing director and chief market technician Craig Johnson joins Josh Lipton on Market Domination. He suggests that, although stocks like Apple are trending upward, the ""Magnificent Seven"" — which comprises Nvidia (NVDA), Alphabet (GOOG, GOOGL), Tesla (TSLA), Microsoft (MSFT), Amazon (AMZN), Meta (META), and Apple (AAPL) — may become the ""lag seven"" in 2025 as ""the relative performance has not been nearly as strong."" Johnson shares his strategy for navigating the shifting tech landscape in the coming year. ""I would rather see investors — and I suspect this will happen as you get into early 2025 — taking some, not all, but some of their profits out of those larger cap stocks, reducing those positions, and then again, recognizing some of those gains that they may not have wanted to recognize in 2024 and [shifting] down cap, looking at stocks like Twilio (TWLO)."" He also highlights Robinhood (HOOD) as an opportunity for investors, given the ""more friendly crypto policy from the new administration."" Johnson advises viewers not to forget optical companies, like Coherent (COHR), which ""could be a better place to put some money to work."" To watch more expert insights and analysis on the latest market action, check out more Market Domination here. This post was written by Naomi Buchanan.",https://finnhub.io/api/news?id=c829b5dbe0b9cd17febadd0e1a1ea2ecfe8ec61a3755f5a8999cce9356de9019
AMZN,1735314232,Consumer Discretionary: How Tesla led the sector's gains in 2024,"The Consumer Discretionary Select Sector SPDR Fund (XLY) has surged approximately 30% in 2024, with Tesla (TSLA) emerging as the sector's leading performer. Yahoo Finance Special Reporter Akiko Fujita examines the key factors behind this impressive performance. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here. This post was written by Angel Smith",https://finnhub.io/api/news?id=20ac8ed0401f4a465bd0056bee033d28c88b11500a9b73d9e538b9d0b668493c
AMZN,1735313540,Amazon Shares Slip 2.5% as Market Awaits 2025 Outlook,Investor Caution Hits Amazon Shares,https://finnhub.io/api/news?id=d67ff3fc16c4781c9ab524e83fff74b86526cbe9e7fa79b229791a80c40079a7
AMZN,1735312918,Analyst Explains Why Amazon.com (AMZN) Is The Top Pick for 2025,"We recently published a list of 10 Buzzing AI Stocks on Latest Analyst Ratings and News. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against other buzzing AI stocks on latest analyst ratings and news. CJ Muse, Cantor Fitzgerald analyst, explained in a latest program on CNBC […]",https://finnhub.io/api/news?id=d4e1dc771c11e69ea3549eebe0d9aa4dfe221fe1ffa8fec0ffab193940a71493
AMZN,1735312293,The AI stock trade is starting to shift beyond the 'Magnificent 7',Strategists expect the artificial intelligence trade will mature in 2025 to benefit companies beyond those buying and creating new AI chips.,https://finnhub.io/api/news?id=81051bc31c460dd5170802f87d405ef93aed70a65424c0730c7f9ce323936372
AMZN,1735311570,"Amazon.com, Inc. (AMZN): Billionaire D.E. Shaw Is Bullish On This Stock Right Now","We recently compiled a list of the 10 Best Stocks to Buy According to Billionaire D.E. Shaw. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against the other stocks. Equity market pricing is never perfect due to supply and demand imbalances, emotional reactions, and errors. Billionaire investor David […]",https://finnhub.io/api/news?id=735885736d375837ce05d69f37f95eabd73fa215755ad03943811ae5dd83c64c
AMZN,1735307392,Synchrony Financial: An Attractive Play On Positive Catalysts,Synchrony Financial shows potential for growth with strategic partnerships and a strong balance sheet. Click here to find out why I rate SYF stock a Buy.,https://finnhub.io/api/news?id=849cf282b50fd448fb4f5cce9f2d1da215eff61e9f4ebc8aa1be846e23853574
AMZN,1735305000,Netflix’s Big Game Is Just Getting Started,"The company’s foray into live sports caps a strong year, but the stock’s rich valuation sets a high bar for a follow-up act.",https://finnhub.io/api/news?id=a36913a3d6fe534ed83472989dcc6284ab7c0387f3784f8f86d654884efc45e1
AMZN,1735300920,3 Reasons to Buy Rivian Stock Like There's No Tomorrow,"Rivian Automotive (NASDAQ: RIVN) is not an investment that conservative investors should be looking at right now.  Here are three reasons why investors willing to shoulder a risky investment might want to consider buying Rivian stock today.  The big financial goal for 2024 is to post a ""modest gross profit"" in the fourth quarter.",https://finnhub.io/api/news?id=a850bbd69205a6bb0f395b35eabd69f5c579805db4456d1153ccf1c6386fcd08
AMZN,1735297200,"The Best Stocks to Invest $50,000 in Right Now","If you're going to invest big, it's often a good idea to invest in industry leaders that have solid growth still in front of them.  Nvidia (NASDAQ: NVDA) is the leading designer of the graphic processing units (GPUs) that are powering the artificial intelligence (AI) infrastructure build-out.  GPUs were originally designed to speed up graphics rendering in video games and animation, but the company later created its CUDA software platform, which allows customers to program those chips for other tasks.",https://finnhub.io/api/news?id=ea8fb8fb8a8dad8882e3db71ec573ec8da96899dd6c0e75d0e24117a488a5a8d
AMZN,1735294020,Prediction: This Will Be Amazon's Next Big Acquisition,"Amazon may be known for its retail and tech chops, but the company has also built a strong operation in the healthcare realm over the last several years.",https://finnhub.io/api/news?id=10dd746980055dd3e297fecb655a41520c612a2cacd9e5baec4b5a029cde9c45
AMZN,1735290058,The year Washington tried to humble Big Tech,"The US government long had the nation’s biggest tech giants in its sights, and in 2024 it hit bullseye. But Wall Street doesn't appear rattled — yet.",https://finnhub.io/api/news?id=041365b78bf7b637e9985ecf741b00263cdb57ecc3ffc8aca482da3c04474a1c
AMZN,1735290000,My 3 Favorite Stocks to Buy Right Now,"Costco Wholesale (NASDAQ: COST) has steadily grown revenue and profit over time, even through difficult market environments.  One thing I like a lot about Costco is that its main profit driver is one you can count on, and it's high margin.  With renewal rates above 92% in the U.S. and Canada, it's clear shoppers are sticking with Costco year after year.",https://finnhub.io/api/news?id=9f8121efcf5a92f7ee56e7af9972e0d696a427f9f1b07aeff28f23edf9952d31
AMZN,1735288134,Dan Niles Says Amazon (AMZN) is One of the ‘Better Ones’ in Mag. 7 Group,"We recently published a list of 10 AI Stocks Wall Street is Talking About. In this article, we are going to take a look at where Amazon.com Inc (NASDAQ:AMZN) stands against other AI stocks Wall Street is talking about. Defiance ETFs CEO and CIO Sylvia Jablonski said in a recent program on Bloomberg that there […]",https://finnhub.io/api/news?id=913111c2c98cd0e6c1c04e34450422ea8c0a2b49e47ff0e523693107e7919d91
AMZN,1735278491,Amazon: data agreement with Poland's DataWalk,"DataWalk, a Polish company specializing in the analysis of large volumes of data, announced on Friday that it had signed a licensing agreement with Amazon.com, which will use its analytics...",https://finnhub.io/api/news?id=eb26dbee032c581ad23854da7b96f2551d1ffcfa3580a6ada68c985d6866c328
AMZN,1735276330,"""Not Inquisitors"": Delaware Court Of Chancery Shuts Down Sprawling Stockholder Inspection Demand Seeking To Investigate Corporation's Global Regulatory Woes","In a recent decision, Roberta Ann K.W. Wong Leung Revocable Trust v. Amazon.com, Inc., No. 2023-1251-BWD , the Delaware Court of Chancery answered that question in the affirmative, shutting down a...",https://finnhub.io/api/news?id=873ab08a4cb4af11b8953e55c1437e2a4827b8c9f2009ae3b21205cfddc64c68
AMZN,1735257780,Netflix Christmas Games Set New NFL Streaming Record,"Netflix  NFL debut set a new streaming record for the league, with an average audience of more than 24 million people in the U.S. watching each of the two Christmas Day games, according to preliminary Nielsen data.  The Kansas City Chiefs’ victory over the Pittsburgh Steelers averaged 24.1 million viewers, while an average of 24.3 million people watched the Baltimore Ravens defeat the Houston Texans, a game that featured a Beyoncé performance at halftime.  Most of that audience came from Netflix, though a small percentage of viewers watched the games on local television stations in the markets of the four teams playing or on the league’s NFL+ streaming service.",https://finnhub.io/api/news?id=add777f8236ebe1a3339f0269493a90ce914eef7618b8c2db95a5a65e0c668c3
AMZN,1735253121,Amazon (AMZN) Sees a More Significant Dip Than Broader Market: Some Facts to Know,"The latest trading day saw Amazon (AMZN) settling at $227.05, representing a -0.87% change from its previous close.",https://finnhub.io/api/news?id=3125e75604aedbb00b1ef52b2c0de6043d3804d7ce82c5c7cd1e6ba6db521574
AMZN,1735250796,Tracking Lone Pine Capital Portfolio - Q3 2024 Update,"Lone Pine Capital's 13F portfolio value increased from $12.33B to $13.41B, with holdings rising from 24 to 29, led by Meta, Amazon, and Vistra Corp. See more.",https://finnhub.io/api/news?id=85adcc620328bc332c09dd459f707a976188540f4fcb955ff16a6c4aaa45420c
AMZN,1735233392,AWS's Bold Move: Why It's Slashing Supplier Ties and Betting on Custom Hardware,Amazon's cloud giant reshapes the tech landscape with a game-changing shift in its data center strategy.,https://finnhub.io/api/news?id=d992de14060269048b83df565dcd8cbef06d93b85b9d96d8f83ae3006be63e40
AMZN,1735231521,Here’s What Made Montaka Global Investments to Increase its Holdings in Amazon.Com (AMZN),"Montaka Global Investments, an investment management company, released its third quarter 2024 investor letter. A copy of the letter can be downloaded here. The competitive advantages of the biggest investee companies in Montaka kept getting better, and their businesses were doing incredibly well. The companies in Montaka’s portfolio are far more valuable than what their […]",https://finnhub.io/api/news?id=e613efaab634a78c0159d688455f11d5a8621884897904df1141e07c3b61b3a1
AMZN,1735228166,"Meta, Amazon, DoorDash: Citi Spotlights Internet Sector Leaders for 2025","The report underscores sustained momentum from 2024, driven by innovation and strategic investments.",https://finnhub.io/api/news?id=c93699313f92d5dfde64e3947a461055e984c16ef1bfa0473d7c0562c8b50b37
AMZN,1735224947,"Amazon Stake Grows by 6.3% as CIBC Acquires 153,722 Shares Worth $482M","CIBC Asset Management boosts Amazon's position with a 6.3% increase, reflecting strong investor confidence",https://finnhub.io/api/news?id=e7832c22b4b435d60738924c292286c35269950a2c65aa34263be954fb01ca43
AMZN,1735223717,Microsoft: First In Line For AGI,"Investors gain insight into OpenAI's \o\ series reasoning models and Microsoft's advantage, but face competition from Amazon and Google.",https://finnhub.io/api/news?id=ebce789c8a91e97eaca90425f095b5d35ae67f7e55b73ee733569f5d09d13a62
AMZN,1735222394,"From Microsoft to Nvidia, the AI agents are coming in 2025","Big Tech will lean heavily into AI agents in 2025. And if the technology works as promised, it could make som tedious tasks a lot easier.",https://finnhub.io/api/news?id=7c0b52c97f3f840e6385d2f59f82ecaaee98b2262f48a52b4240c3a276b5e777
AMZN,1735214820,Boeing's Space Business Could Be Unstoppable in 2025. It Just Needs 1 Thing to Happen First.,A monster-size contract from Amazon.com isn't enough. Boeing's ULA JV also needs a favor from the U.S. government if it's to meet its goals.,https://finnhub.io/api/news?id=301e28a4ccccd12edcb4ede4f59cf61e80be1de9fd9b35f44d3b8e78d1dc4752
AMZN,1735210810,Why Nvidia bulls shouldn’t fear Amazon and Broadcom,"Nvidia has trounced rivals when it comes to AI. But could the chip giant be at risk of losing its crown? Yahoo Finance Executive Editor Brian Sozzi asked Bank of America chip analyst Vivek Arya to walk through whether or not Nvidia (NVDA) investors should be afraid of Amazon (AMZN) and Broadcom (AVGO) taking too much of the pie. The short answer? No. The long answer? ""When you look at Nvidia's market share, it is 80-85% in the next 12-18 months,"" he explains. Of course, he cautions that changes are always possible, so staying diligent about your investments is key. For full episodes of Opening Bid, listen on your favorite podcast platform or watch on our website. This post was written by Rachael Lewis-Krisky, producer for Opening Bid.",https://finnhub.io/api/news?id=58d9d7cb8e0c58810434d9e862f2b112f3e1fd2e38d536127611367c86e29ba2
AMZN,1735209000,Tech That Will Change Your Life in 2025,"Weather forecasts will get smarter, EVs could get pricier, crypto will be for everyday investors and AI will be everywhere",https://finnhub.io/api/news?id=633da55c5ad78154459634d377f2f4a6a16e1d358bac93664e3fa96ba78e2edc
AMZN,1735208400,The Bull Market Keeps Growing: 4 Reasons to Buy Amazon Like There's No Tomorrow,"This has been another strong year for the stock market, and once again Amazon (NASDAQ: AMZN) has been a market leader.  Let's look at four reasons investors should be buying Amazon stock like there is no tomorrow.  Amazon is best known as being an online retailer, but the company's best segment for profitability is actually Amazon Web Services (AWS), its cloud computing unit.",https://finnhub.io/api/news?id=f4e6debbbdbf5975bb645de7b3132bc14373896d381a00066c008bc56030f305
AMZN,1735192025,Warner Bros. Discovery: A Mixed Bag Of Promises And Challenges,"Warner Bros. Discovery stock has surged 30% recently, but it's imperative to consider risks in streaming, theatrical releases, and legacy networks. Read more here.",https://finnhub.io/api/news?id=f8e7358be9c58f6e3b24ab1de70e5977950b043066783e0e73dd0a91d5d0a989
AMZN,1735191000,Ready for Takeoff: Zipline Takes On Amazon in the Drone-Delivery Business,"Never mind the mystery drones making headlines. Privately held Zipline is racing ahead in a multibillion-dollar market that promises to upend the business of delivering medicine, food, and more.",https://finnhub.io/api/news?id=b41883122b622ca088b55620c0b5c56b729f3c04e64d19954fe9868b3d7c00fd
AMZN,1735182053,UPS: Good Growth At An Attractive Valuation,"UPS is poised for revenue growth due to U.S. industrial market recovery, SMB and healthcare focus, and improved service offerings.",https://finnhub.io/api/news?id=6e40884b843ed23cfdecc34539df6eb5c9f9add9e7de20f0d870fb37d282dac0
AMZN,1735173949,JGRO: Losing Steam Compared To Its Peers,"JGRO's performance was promising in its first 20 months, but it has lagged passive large-cap growth ETFs for six months. Read why JGRO ETF is a Hold.",https://finnhub.io/api/news?id=2f6e89fae79deea794936c2ac7d63ab4f3bc65c77a832ce731932580fd5d7833
AMZN,1735168686,45% of Amazon Japan delivery drivers involved in accident: survey,"Around 45 percent of self-employed delivery drivers working for the Japanese unit of Amazon.com Inc. said they had been involved in a traffic accident while on the job, a recent survey conducted by a...",https://finnhub.io/api/news?id=cf5cbb3d95936858cfcbaf8d03d997712db31e30bc9891f22ca00cbd07ad2483
AMZN,1735138260,Prediction: 2 Stocks That Will Be Worth More Than Nvidia 5 Years From Now,"Nvidia is soaring now, but could its dominance fade in the next few years? Two tech titans could outshine Nvidia by 2029.",https://finnhub.io/api/news?id=ec4567e38f64e4af9a5788440016f3055490bca033b947f669ba13a7de852df4
AMZN,1735137612,Is Amazon.com (AMZN) Stock Outpacing Its Retail-Wholesale Peers This Year?,Here is how Amazon (AMZN) and Tapestry (TPR) have performed compared to their sector so far this year.,https://finnhub.io/api/news?id=c9bf40c61d87d1867d5bf07406973783187f80e20388b4e0c855b70b13f5ad65
AMZN,1735137011,Is It Worth Investing in Amazon (AMZN) Based on Wall Street's Bullish Views?,"According to the average brokerage recommendation (ABR), one should invest in Amazon (AMZN). It is debatable whether this highly sought-after metric is effective because Wall Street analysts' recommendations tend to be overly optimistic. Would it be worth investing in the stock?",https://finnhub.io/api/news?id=bc3de2db210f09ac03678566bb83e2495b4752e250b7a02e0e70f443182215d2
AMZN,1735127792,Amazon.com (AMZN) Is Among Billionaire Coleman’s Top Picks,"We recently compiled a list of the Tech Billionaire Chase Coleman’s Top 10 Stock Picks. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against the other top stock picks of Tech Billionaire Chase Coleman. “Tiger cub” Chase Coleman continues to shape the investment landscape with his strategic […]",https://finnhub.io/api/news?id=95beb3ed5385c15520a4bde457bde96ed5ae39f4734007988f1cbe5e6a21d82d
AMZN,1735125600,3 Tech Stocks You Can Buy and Hold for the Next Decade,Artificial intelligence could create trillions of dollars in annual economic value. The market leaders in key AI sub-markets could drive long-term market-beating returns.,https://finnhub.io/api/news?id=55012a1bbb6ae46f64851e3bf9b18307602e4c92970569dd3b1bb8d45d717fa6
AMZN,1735125310,"SpaceX, Amazon in discussions with IAG SA on Wi-Fi deal, Bloomberg says","IAG SA, which owns British Airways, Spain’s Iberia, and Ireland’s Aer Lingus, is in discussions with Elon Musk’s Starlink to outfit its jet fleet with Wi-Fi service, Kate Duffy of Bloomberg reports. The company has not yet made a final decision and is weighing options with several providers, including Amazon’s Project Kuiper, Annalisa Gigante, the airline group’s head of innovation, told Bloomberg in an interview. Published first on TheFly – the ultimate source for real-time, market-moving break",https://finnhub.io/api/news?id=7f2a653b835deac336a11b351ee758c68dab94fcaf099cdc84d56139b0706e87
AMZN,1735123200,Should You Buy Amazon Stock in 2025?,"Shares of the e-commerce and cloud services giant skyrocketed 81% in 2023.  Another reason to be leery of buying Amazon stock in the new year is the economic uncertainty.  If the Fed becomes more nervous about the U.S. economy, it could signal bad news for Amazon.",https://finnhub.io/api/news?id=afbb5dea2118abb01a3aea11c56cb4d01690b3959e46fd06ba3b0ba09cfab63e
AMZN,1735122840,35% of Warren Buffett's $296 Billion Portfolio Is Invested in 3 Artificial Intelligence (AI) Stocks,"Since Warren Buffett became the CEO of Berkshire Hathaway (NYSE: BRK.A)(NYSE: BRK.B) in 1965, its stock has delivered a compound annual return of 19.8%.  You won't ever see Buffett chasing the latest stock market trend -- not even one as powerful as artificial intelligence (AI).  With that said, three of the existing stocks in Berkshire's $296 billion portfolio of publicly traded securities are integrating AI into their legacy businesses in very unique ways.",https://finnhub.io/api/news?id=82d623d518271da7337a3007f8338775cc344720bafe6eed756a28c3572eb058
AMZN,1735121700,3 Reasons to Buy Amazon Stock Like There's No Tomorrow,"Amazon (NASDAQ: AMZN) stock had a great run in 2024.  While that might be true, Amazon has an incredibly strong competitive advantage in e-commerce, and the stock appears undervalued on the basis of its growing cash flow.  Amazon has one of the widest competitive moats within the retail industry.",https://finnhub.io/api/news?id=773eaceb7280b5fad9138095293b43b9d28937269c4db203d904eba71c011354
AMZN,1735118940,"Meet the Magnificent Vanguard ETF With 37.6% of Its Portfolio Invested in Nvidia, Apple, and Microsoft","This chart features all eight American technology stocks with valuations of $1 trillion or more, and their respective returns in 2024 so far.  Buying an exchange-traded fund (ETF) with a high level of exposure to those trillion-dollar market leaders might be a simpler option for investors compared to buying them individually.  The Vanguard Mega Cap Growth ETF (NYSEMKT: MGK) offers exactly that -- more than one-third of the entire value of its portfolio is tied up in just three of the names in the chart.",https://finnhub.io/api/news?id=91cc072bed5b78c1dff44ffdd956d06b8b40242921afc63dd8c41fe38184bee9
AMZN,1735117233,Amazon: A New-Year Gift Valuation,"Financial writer highlights Amazon's dual dominance in e-commerce and cloud infrastructure, recommending a 'Strong buy' due to profitability and...",https://finnhub.io/api/news?id=84d9659d0d9ce09f9d04b1b87d910e763c439fe0bd73ab04d1ca97da5847820e
AMZN,1735104000,Carillon ClariVest Capital Appreciation Fund Q3 2024 Commentary,"During the third quarter of 2024, stock selection contributed the most to Fund performance, while sector allocation detracted.",https://finnhub.io/api/news?id=6baa8059ce85ac5f9c323737fb1dee04564d27f885d6fd788d923941eb2c945e
AMZN,1735103018,JD.com: Fairly Priced Even With The Pull Back,"Read here for an analysis of JD.com's stock price pullback and valuation, suggesting it is currently trading near fair value with growth potential in China.",https://finnhub.io/api/news?id=2da8533e5db9c299a661189bf90ad3e7f521e39437553fe3d1645c6beecc94bb
AMZN,1735095907,Tax Loss Harvesting Strategies Before 2024 Ends - Here Are My Losers I'm Cutting And Winners I'm Adding,I'm doing some tax loss harvesting in my taxable brokerage to end the year. Learn more about my portfolio management strategy here.,https://finnhub.io/api/news?id=ff6b9204226915bc7ad5f8af32a69aee677b5a434f93010dde22b6edc7a8abcc
AMZN,1735092000,The Big Companies Funding Trump’s Inauguration Despite Denouncing Jan. 6,"Now, many of those companies are lining up to fund  Donald Trump’s  inauguration.  The Wall Street Journal has identified at least 11 companies and trade associations that are backing the inauguration, which is on track to be the most lucrative ever, after earlier pledging to suspend or reconsider political-action committee donations after Jan. 6.  Ford,  Intuit Toyota  and the Pharmaceutical Research and Manufacturers of America are each giving $1 million.",https://finnhub.io/api/news?id=2700ac93f946aa376f045caca3020d42bef82c43aabb16b9dad24436bd8c7ef5
AMZN,1735089352,Google Is Still One Of The Best Mega-Cap Stocks To Buy,"The current fears surrounding Google seem, in my opinion, overly inflated. Click here to read why GOOG stock remains a Buy.",https://finnhub.io/api/news?id=a4c52e0233f1775a892c2c3ded1a1280491a29789a374b0dcfc6bafda128d0e2
AMZN,1735079056,Taiwan Semiconductor: The Powerhouse At The Heart Of The AI Revolution,TSMC's dominance in advanced semiconductor manufacturing positions it as a key player in the AI revolution. Read what makes TSM stock a Strong Buy.,https://finnhub.io/api/news?id=b548717cee34b5e87886d702c8f98b3c7a7b3107edd074da116e055f785140cf
AMZN,1735073665,Amazon.com (AMZN) Sees Price Target Raised to $290 by Tigress Financial Amid Strong AI Integration,"We recently published a list of 12 AI News and Ratings Investors Are Watching Right Now. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against other AI news and ratings investors are watching right now. Redefining Innovation with Next-Generation AI At CNBC’s ‘Money Movers’, Jack Hidary, CEO of […]",https://finnhub.io/api/news?id=543cd691516d9ccb4f3424deddf7986e5dd10b98d037258669fa045150757f8e
